DepartamentoCodigo	MateriaCodigo	MateriaDescripcion	totalProfesores	conTituloCompatible	conTituloYFormacionCompatible
7	353	FARMACOLOGIA                                      	4	1	1
7	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	7	1	1
7	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	3	1	0
7	365	FILOSOFIA (E.M)                                   	1	1	1
7	367	FRANCES                                           	1	1	1
7	368	TECNOLOGIA AUTOMOTRIZ                             	1	1	0
7	370	FISICA                                            	235	121	115
7	377	FOTOGRAFIA                                        	1	0	0
7	379	LABORATORIO DIESEL                                	1	0	0
7	383	GABINETE DE INFORMATICA - LABORATORIO             	16	12	7
7	384	GANADO MAYOR                                      	11	7	1
7	387	GRAFICA COMPUTARIZADA                             	2	0	0
7	388	GANADO MENOR                                      	11	7	0
7	397	POLITICA/FILOSOFIA POLITICA                       	113	71	57
7	403	PORTUGUES                                         	5	0	0
7	406	ANALISIS DEL DISCURSO                             	3	2	1
7	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	11	7	7
7	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	3	2	2
7	411	TALLER MECANICO                                   	1	0	0
7	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	1	0	0
7	413	CALCULO DIFERENCIAL E INTEGRAL                    	1	0	0
7	414	QUIMICA ANALITICA                                 	1	1	1
7	415	FISICO-QUIMICA                                    	1	0	0
7	416	MICROBIOLOGIA INDUSTRIAL                          	1	0	0
7	417	TALLER DE SERVICIOS INDUSTRIALES                  	1	0	0
7	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	3	1	1
7	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	36	32	12
7	420	GUARANI (GUARA ÑEE                                	272	248	230
7	421	HIGIENE HOSPITALARIA                              	1	0	0
7	424	HORTICULTURA                                      	3	1	0
7	426	HISTORIA DEL DISEÑO                               	1	0	0
7	429	PATOLOGIA/PATOLOGIA GENERAL                       	3	2	0
7	435	INGLES                                            	117	47	42
7	436	INFORMATICA / APLICACIONES INFORMATICAS           	35	8	4
7	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	4	0	0
7	452	INTRODUCCION A LA ECONOMIA                        	15	11	8
7	454	ILUSTRACION                                       	3	2	2
7	455	INDUSTRIA GRAFICA                                 	1	0	0
7	480	LABORATORIO                                       	1	1	1
7	482	LABORATORIO DE MECANICA                           	1	0	0
7	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	1	1	1
7	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	7	4	2
7	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	265	167	148
7	565	MANEJO Y CONSERV.DE RECURSOS NATURALES            	4	0	0
7	570	MARKETING/INTRODUCCION/GASTRONOMICO               	1	0	0
7	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	241	217	196
7	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	13	11	10
7	585	MECANICA APLICADA                                 	2	0	0
7	597	OPERACIONES UNITARIAS                             	1	0	0
7	610	MANDOS ELECTRICOS                                 	1	0	0
7	611	MERCADOTECNIA                                     	15	13	5
7	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	1	1	1
7	621	NUTRICION/DIETETICA                               	4	1	0
7	631	ADMINISTRACION DE LOS RECURSOS NATURALES          	1	1	0
7	635	ECOTURISMO                                        	1	1	1
7	652	PASANTIA                                          	3	0	0
7	690	PUBLICIDAD                                        	3	1	1
7	693	PSICOLOGIA (DEPORTIVA)                            	220	15	5
7	697	QUIMICA                                           	184	75	70
7	720	SOCIOLOGIA                                        	123	112	87
7	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	2	1	0
7	744	SEMINARIO/DE LA FILOSOFIA/INTERDISCIPL/DE HISTORIA	2	2	1
7	756	TECNICAS INSTRUMENTALES                           	3	0	0
7	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	2	0	0
7	773	TECNOLOGIA DE LA ENERGIA                          	2	0	0
7	781	TALLER DE DISEÑO                                  	1	1	1
7	786	GABINETE DE INFORMATICA - HARDWARE                	7	6	2
7	787	GABINETE DE INFORMATICA - SOFTWARE                	11	9	5
7	816	RECURSOS NATURALES (DEL PARAGUAY)                 	1	1	1
7	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	2	0	0
7	862	LENGUA Y LITERATURA GUARANI                       	5	5	4
7	865	CONTABILIDAD FINANCIERA                           	1	0	0
7	875	TECNOLOGIA MECANICA                               	1	0	0
7	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	150	106	71
7	895	PRODUCCION AGRICOLA DE RENTA                      	1	0	0
7	903	HOTELERIA                                         	1	0	0
7	904	GASTRONOMIA                                       	1	0	0
7	933	ANATOMIA                                          	1	0	0
7	942	TOPOGRAFIA (PRACTICA)                             	2	0	0
7	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	203	0	0
7	1003	PROYECTO INDUSTRIAL                               	1	0	0
7	1192	ADMINISTRACION TURISTICA                          	1	0	0
7	1193	TURISMO                                           	1	0	0
7	1215	CIENCIAS BASICAS APLICADAS                        	9	0	0
7	1245	COMUNICACION ORAL Y ESCRITA                       	3	0	0
7	1380	LABORATORIO DE CIENC. BASIC. Y FUND. DE BIOSEGURID	1	1	1
7	1397	FRUTICULTURA-SILVICULTURA                         	3	1	0
7	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	13	8	2
7	1399	AGRICULTURA Y PASTURA                             	16	10	2
7	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	225	20	17
7	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	353	65	41
7	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	203	141	113
7	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	9	1	0
7	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	7	0	0
7	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	7	4	3
7	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	7	6	4
7	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	7	0	0
7	1414	DERECHO DE FAMILIA                                	1	0	0
7	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	45	32	14
7	1417	TURISMO Y ECOTURISMO                              	2	0	0
7	1418	ENFERMERÍA Y PRÁCTICA                             	8	8	3
7	1419	SALUD PÚBLICA Y COMUNITARIA                       	7	4	1
7	1424	TALLER AUTOMOTRIZ-SEGURIDAD e HIGIENE             	2	1	0
7	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	2	0	0
7	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	2	0	0
7	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	7	1	0
7	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	2	0	0
7	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	53	3	2
7	1439	PROYECTO Y DIBUJO TECNICO                         	5	4	0
7	1440	TALLER E INSTALACIONES                            	5	0	0
7	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	4	0	0
7	1486	LOGICA MATEMATICA Y ESTADISTICA                   	53	39	33
7	1489	QUIMICA INORGANICA Y ORGANICA                     	1	1	1
8	5	HISTORIA Y GEOGRAFIA                              	116	80	56
8	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	4	0	0
8	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	96	42	34
8	23	ADMINISTRACION FINANCIERA                         	7	0	0
8	28	ADMINISTRACION DE EMPRESAS                        	15	13	2
8	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	108	74	53
8	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	31	11	5
8	49	ALGORITMIA/ALGORITMICA                            	15	7	3
8	56	ANATOMIA Y FISIOLOGIA                             	3	3	0
8	66	ANALISIS INSTRUMENTAL                             	1	0	0
8	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	5	3	2
8	110	BIOLOGIA                                          	23	13	12
8	139	CALCULO MERCANTILES Y FINANCIEROS                 	7	5	1
8	167	CENTRALES Y REDES                                 	1	0	0
8	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	11	0	0
8	175	MAQUINARIAS Y APEROS AGRICOLAS                    	10	0	0
8	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	3	2	0
8	192	CONTABILIDAD Y GABINETE DE GESTION                	10	10	1
8	230	DIBUJO TECNICO                                    	7	0	0
8	233	EDUCACION AMBIENTAL Y SALUD                       	4	2	1
8	260	DISEÑO                                            	1	0	0
8	261	DISEÑO Y PROYECTO                                 	2	0	0
8	269	AGROECOLOGIA                                      	1	0	0
8	270	ECONOMIA/NOCIONES                                 	8	6	1
8	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	93	30	27
8	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	68	48	37
8	310	ECONOMIA Y GESTION                                	96	51	32
8	320	ELECTRONICA                                       	8	1	0
8	321	ELECTRONICA DIGITAL                               	1	0	0
8	323	ELECTROTECNIA                                     	2	1	0
8	324	PRACTICA                                          	1	0	0
8	343	METEOROLOGIA                                      	1	0	0
8	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	41	4	4
8	353	FARMACOLOGIA                                      	3	1	0
8	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	2	1	1
8	362	ELECTRONICA ANALOGICA                             	1	0	0
8	370	FISICA                                            	101	14	14
8	377	FOTOGRAFIA                                        	1	0	0
8	383	GABINETE DE INFORMATICA - LABORATORIO             	8	6	0
8	384	GANADO MAYOR                                      	6	6	1
8	387	GRAFICA COMPUTARIZADA                             	1	0	0
8	388	GANADO MENOR                                      	8	6	1
8	397	POLITICA/FILOSOFIA POLITICA                       	45	12	8
8	406	ANALISIS DEL DISCURSO                             	3	2	2
8	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	8	3	0
8	411	TALLER MECANICO                                   	5	1	0
8	413	CALCULO DIFERENCIAL E INTEGRAL                    	1	0	0
8	415	FISICO-QUIMICA                                    	1	0	0
8	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	6	6	3
8	420	GUARANI (GUARA ÑEE                                	147	134	123
8	429	PATOLOGIA/PATOLOGIA GENERAL                       	2	1	0
8	435	INGLES                                            	49	13	10
8	436	INFORMATICA / APLICACIONES INFORMATICAS           	17	9	3
8	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	8	1	0
8	452	INTRODUCCION A LA ECONOMIA                        	3	2	0
8	454	ILUSTRACION                                       	1	1	1
8	455	INDUSTRIA GRAFICA                                 	1	0	0
8	482	LABORATORIO DE MECANICA                           	2	0	0
8	510	LEGISLACION                                       	1	1	1
8	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	123	93	76
8	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	108	92	77
8	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	15	12	6
8	585	MECANICA APLICADA                                 	2	0	0
8	597	OPERACIONES UNITARIAS                             	1	0	0
8	611	MERCADOTECNIA                                     	10	10	2
8	621	NUTRICION/DIETETICA                               	3	0	0
8	632	LEGISLACION AMBIENTAL                             	1	0	0
8	635	ECOTURISMO                                        	1	0	0
8	652	PASANTIA                                          	1	0	0
8	690	PUBLICIDAD                                        	1	0	0
8	693	PSICOLOGIA (DEPORTIVA)                            	93	3	3
8	697	QUIMICA                                           	90	22	15
8	713	SALUD COMUNITARIA                                 	1	0	0
8	720	SOCIOLOGIA                                        	51	44	28
8	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	1	0	0
8	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	1	0	0
8	756	TECNICAS INSTRUMENTALES                           	2	0	0
8	781	TALLER DE DISEÑO                                  	2	0	0
8	786	GABINETE DE INFORMATICA - HARDWARE                	5	5	1
8	787	GABINETE DE INFORMATICA - SOFTWARE                	3	2	0
8	816	RECURSOS NATURALES (DEL PARAGUAY)                 	1	0	0
8	875	TECNOLOGIA MECANICA                               	1	0	0
8	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	51	33	25
8	903	HOTELERIA                                         	2	1	0
8	904	GASTRONOMIA                                       	2	0	0
8	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	89	0	0
8	999	NO CORRESPONDE                                    	1	0	0
8	1192	ADMINISTRACION TURISTICA                          	1	1	0
8	1245	COMUNICACION ORAL Y ESCRITA                       	3	0	0
8	1264	NUTRICION HUMANA 2                                	1	1	0
8	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	11	7	1
8	1399	AGRICULTURA Y PASTURA                             	11	6	1
8	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	87	5	4
8	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	166	32	21
8	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	77	46	36
8	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	5	0	0
8	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	6	0	0
8	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	6	1	0
8	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	6	1	1
8	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	3	0	0
8	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	9	6	2
8	1417	TURISMO Y ECOTURISMO                              	1	1	0
8	1418	ENFERMERÍA Y PRÁCTICA                             	6	2	0
8	1419	SALUD PÚBLICA Y COMUNITARIA                       	8	3	0
8	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	2	1	1
8	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	1	0	0
8	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	33	2	1
8	1439	PROYECTO Y DIBUJO TECNICO                         	1	0	0
8	1440	TALLER E INSTALACIONES                            	2	0	0
8	1442	TECNOLOG. ALTERNATIVA-INDUST. ALIMENT. Y ORGANICAS	1	0	0
8	1480	HIDROLOGIA                                        	1	0	0
8	1486	LOGICA MATEMATICA Y ESTADISTICA                   	30	23	19
9	5	HISTORIA Y GEOGRAFIA                              	222	187	184
9	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	5	0	0
9	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	1	0	0
9	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	186	131	130
9	23	ADMINISTRACION FINANCIERA                         	7	0	0
9	25	ADMINISTRACION RURAL                              	1	0	0
9	28	ADMINISTRACION DE EMPRESAS                        	23	22	14
9	29	DANZA PARAGUAYA/DANZA Y SU DIDACTICA              	4	4	4
9	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	197	152	151
9	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	31	1	1
9	40	ADMINISTRACION Y VENTA                            	1	0	0
9	48	TEATRO                                            	2	1	1
9	49	ALGORITMIA/ALGORITMICA                            	14	9	4
9	56	ANATOMIA Y FISIOLOGIA                             	4	1	0
9	58	APLICACION DE LA LOGICA DIGITAL                   	1	0	0
9	75	ARTES PLASTICAS/ARTES PLASTICAS Y SUS DIDACTICAS  	1	1	1
9	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	6	1	1
9	110	BIOLOGIA                                          	40	29	29
9	139	CALCULO MERCANTILES Y FINANCIEROS                 	18	9	6
9	152	REDACCION COMERCIAL                               	3	1	0
9	154	INSTALACIONES NEUMATICA-HIDRAULICAS               	2	0	0
9	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	13	0	0
9	175	MAQUINARIAS Y APEROS AGRICOLAS                    	12	0	0
9	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	2	1	1
9	190	COMUNICACION/PRINCIPIOS                           	1	1	1
9	192	CONTABILIDAD Y GABINETE DE GESTION                	7	7	5
9	230	DIBUJO TECNICO                                    	8	3	1
9	233	EDUCACION AMBIENTAL Y SALUD                       	1	0	0
9	270	ECONOMIA/NOCIONES                                 	8	7	4
9	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	203	124	123
9	286	PERIODISMO                                        	1	0	0
9	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	132	118	114
9	310	ECONOMIA Y GESTION                                	193	120	107
9	314	DISEÑO Y PROYECTO MECANICO                        	1	0	0
9	320	ELECTRONICA                                       	3	0	0
9	322	ELECTRONICA INDUSTRIAL                            	2	0	0
9	323	ELECTROTECNIA                                     	3	2	0
9	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	60	5	5
9	353	FARMACOLOGIA                                      	4	2	1
9	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	4	3	3
9	361	ESTABILIDAD Y RESISTENCIA DE MATERIALES           	2	1	0
9	365	FILOSOFIA (E.M)                                   	1	0	0
9	370	FISICA                                            	189	57	54
9	383	GABINETE DE INFORMATICA - LABORATORIO             	15	12	7
9	384	GANADO MAYOR                                      	8	6	2
9	388	GANADO MENOR                                      	8	6	2
9	397	POLITICA/FILOSOFIA POLITICA                       	104	72	70
9	406	ANALISIS DEL DISCURSO                             	21	15	15
9	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	8	2	2
9	411	TALLER MECANICO                                   	2	1	1
9	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	11	11	8
9	420	GUARANI (GUARA ÑEE                                	344	339	336
9	429	PATOLOGIA/PATOLOGIA GENERAL                       	2	0	0
9	435	INGLES                                            	101	47	47
9	436	INFORMATICA / APLICACIONES INFORMATICAS           	16	6	3
9	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	6	2	2
9	452	INTRODUCCION A LA ECONOMIA                        	8	7	6
9	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	1	1	1
9	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	240	194	192
9	555	LITERATURA - EDUC.IDIOMATICA (BACHILLERATO)       	1	1	1
9	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	220	206	199
9	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	13	12	10
9	611	MERCADOTECNIA                                     	7	7	5
9	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	5	4	4
9	620	MUSICA (EDUCACION MUSICAL)                        	3	2	2
9	621	NUTRICION/DIETETICA                               	3	3	0
9	652	PASANTIA                                          	2	0	0
9	693	PSICOLOGIA (DEPORTIVA)                            	195	10	7
9	697	QUIMICA                                           	157	83	79
9	720	SOCIOLOGIA                                        	112	100	92
9	756	TECNICAS INSTRUMENTALES                           	2	0	0
9	786	GABINETE DE INFORMATICA - HARDWARE                	7	6	3
9	787	GABINETE DE INFORMATICA - SOFTWARE                	11	9	5
9	831	REFRIGERACION Y CALEFAC.DE INSTALACIONES          	1	0	0
9	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	154	68	62
9	903	HOTELERIA                                         	2	0	0
9	904	GASTRONOMIA                                       	1	0	0
9	933	ANATOMIA                                          	3	0	0
9	934	ECONOMIA                                          	1	0	0
9	935	NUTRICION DEL DEPORTISTA                          	3	1	1
9	942	TOPOGRAFIA (PRACTICA)                             	1	0	0
9	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	193	0	0
9	1192	ADMINISTRACION TURISTICA                          	1	0	0
9	1215	CIENCIAS BASICAS APLICADAS                        	1	1	1
9	1245	COMUNICACION ORAL Y ESCRITA                       	29	0	0
9	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	11	5	1
9	1399	AGRICULTURA Y PASTURA                             	13	5	0
9	1401	PLANIFICACION Y GESTION DE UN TALLER A            	1	0	0
9	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	216	7	7
9	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	339	42	39
9	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	182	116	109
9	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	1	0	0
9	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	16	16	12
9	1417	TURISMO Y ECOTURISMO                              	1	0	0
9	1418	ENFERMERÍA Y PRÁCTICA                             	6	1	0
9	1419	SALUD PÚBLICA Y COMUNITARIA                       	7	1	0
9	1425	INSTALACIÓN INDUSTRIAL -CÁLCULOS MECÁNICOS        	3	0	0
9	1426	TALLER MECÁNICO -MANTEN. MECAN.Y TECN. MATERIALES 	3	0	0
9	1428	LABORAT. Y TECNOL.(MATE.YTECN.DE CONST Y LABORAT.)	2	1	0
9	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	57	2	2
9	1439	PROYECTO Y DIBUJO TECNICO                         	3	1	0
9	1440	TALLER E INSTALACIONES                            	3	0	0
9	1486	LOGICA MATEMATICA Y ESTADISTICA                   	50	43	41
10	5	HISTORIA Y GEOGRAFIA                              	294	174	163
10	7	PROYECTO EDUCATIVO COMUNITARIO/PARTIC. COMUNITARIA	9	2	2
10	10	INVESTIGACION CIENTIF/SOCIAL/INICIACION/DIDACT/ACC	6	4	4
10	12	RELIGION / CATEQUESIS/ ESTUDIO BIBLICO            	1	0	0
10	13	CIENCIAS DE LA NATURALEZA Y SALUD                 	284	100	88
10	23	ADMINISTRACION FINANCIERA                         	15	5	3
10	25	ADMINISTRACION RURAL                              	1	0	0
10	28	ADMINISTRACION DE EMPRESAS                        	47	40	28
10	34	PUERICULTURA                                      	1	0	0
10	35	LEGISLACION Y ORGANIZ.DE LA EDUC.INICIAL          	1	1	1
10	37	TRABAJO Y TECNOLOGIA                              	3	1	1
10	38	EDUCACION/FORMACION ETICA Y CIUDADANA             	309	149	139
10	39	SOCIOLOGIA Y ANTROPOLOGIA CULTURAL                	51	4	3
10	48	TEATRO                                            	2	0	0
10	49	ALGORITMIA/ALGORITMICA                            	17	11	5
10	51	DISEÑO TECNICO                                    	1	0	0
10	56	ANATOMIA Y FISIOLOGIA                             	4	0	0
10	66	ANALISIS INSTRUMENTAL                             	1	0	0
10	67	ANALISIS INDUSTRIAL                               	2	0	0
10	75	ARTES PLASTICAS/ARTES PLASTICAS Y SUS DIDACTICAS  	1	1	0
10	92	FORMACION HUMANA                                  	1	1	1
10	102	SALUD (EDUC SANITARIA/EDUC P SALUD)               	10	0	0
10	110	BIOLOGIA                                          	69	20	20
10	139	CALCULO MERCANTILES Y FINANCIEROS                 	31	20	18
10	155	CIENCIAS NATURALES                                	6	4	3
10	174	ECONOMIA/AGROPECUARIA Y ADMINISTRACION RURAL      	11	0	0
10	175	MAQUINARIAS Y APEROS AGRICOLAS                    	12	0	0
10	185	CONTABILIDAD/CONTABILIDAD GENERAL                 	3	2	1
10	190	COMUNICACION/PRINCIPIOS                           	13	7	7
10	192	CONTABILIDAD Y GABINETE DE GESTION                	23	20	13
10	230	DIBUJO TECNICO                                    	18	5	2
10	233	EDUCACION AMBIENTAL Y SALUD                       	10	7	4
10	261	DISEÑO Y PROYECTO                                 	1	0	0
10	270	ECONOMIA/NOCIONES                                 	20	12	9
10	283	EDUCACION ARTISTICA/ARTES/EDUC. PARA EL ARTE      	346	116	103
10	286	PERIODISMO                                        	2	1	1
10	293	EDUCACION FISICA/Y SUS TECNOLOGIAS/TEORÍA Y PRÁCT.	259	159	136
10	310	ECONOMIA Y GESTION                                	293	118	104
10	320	ELECTRONICA                                       	6	1	0
10	321	ELECTRONICA DIGITAL                               	2	0	0
10	322	ELECTRONICA INDUSTRIAL                            	1	0	0
10	323	ELECTROTECNIA                                     	2	0	0
10	332	ELEMENTOS DE TECNOLOGIA                           	1	0	0
10	352	ORIENT. EDUCACIONAL Y SOCIOLABORAL (EDUC. EN VALOR	79	3	2
10	353	FARMACOLOGIA                                      	4	2	1
10	360	ESTADISTICA/APLICADA/PROBABILIDAD                 	3	1	1
10	362	ELECTRONICA ANALOGICA                             	2	0	0
10	365	FILOSOFIA (E.M)                                   	5	1	1
10	368	TECNOLOGIA AUTOMOTRIZ                             	1	1	0
10	370	FISICA                                            	299	49	49
10	383	GABINETE DE INFORMATICA - LABORATORIO             	20	15	8
10	384	GANADO MAYOR                                      	7	4	2
10	388	GANADO MENOR                                      	12	4	3
10	391	GEOLOGIA                                          	2	0	0
10	392	ANALISIS INDUSTRIAL ORGANICO                      	4	0	0
10	397	POLITICA/FILOSOFIA POLITICA                       	181	93	81
10	403	PORTUGUES                                         	1	0	0
10	406	ANALISIS DEL DISCURSO                             	12	9	8
10	408	LOGICA MATEMATICA (Y TEORIA DE CONJUNTOS) (ED. SUP	13	13	11
10	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	3	1	1
10	411	TALLER MECANICO                                   	1	0	0
10	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	1	0	0
10	413	CALCULO DIFERENCIAL E INTEGRAL                    	2	0	0
10	414	QUIMICA ANALITICA                                 	3	3	3
10	415	FISICO-QUIMICA                                    	2	1	1
10	416	MICROBIOLOGIA INDUSTRIAL                          	1	0	0
10	417	TALLER DE SERVICIOS INDUSTRIALES                  	2	0	0
10	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	3	2	2
10	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	33	31	30
10	420	GUARANI (GUARA ÑEE                                	371	294	281
10	429	PATOLOGIA/PATOLOGIA GENERAL                       	3	0	0
10	435	INGLES                                            	186	98	84
10	436	INFORMATICA / APLICACIONES INFORMATICAS           	38	20	9
10	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	1	1	1
10	452	INTRODUCCION A LA ECONOMIA                        	17	11	11
10	480	LABORATORIO                                       	2	0	0
10	482	LABORATORIO DE MECANICA                           	1	0	0
10	483	LABORATORIO DE MATERIALES Y ENSAYOS               	1	0	0
10	489	LABORATORIO DE QUIMICA/QUIMICA PRACTICA           	1	1	1
10	511	LEGISLACION TRIBUTARIA                            	1	0	0
10	512	CIENCIAS SOCIALES/CIENCIAS SOCIALES Y SUS TECNOLOG	12	8	8
10	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	355	218	192
10	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	334	296	244
10	582	MOTORES CI                                        	1	0	0
10	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	21	18	14
10	585	MECANICA APLICADA                                 	1	0	0
10	587	MECANICA/GENERAL/CUANTICA                         	1	0	0
10	597	OPERACIONES UNITARIAS                             	1	0	0
10	605	MAQUINAS Y EQUIPOS                                	1	0	0
10	611	MERCADOTECNIA                                     	26	19	13
10	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	1	1	1
10	620	MUSICA (EDUCACION MUSICAL)                        	1	1	1
10	621	NUTRICION/DIETETICA                               	5	1	0
10	690	PUBLICIDAD                                        	1	0	0
